VisitID,AnonID,FacilityID,VisitTimestamp,DayOfWeek,TimeOfDay,MethodOfEntry,TypeOfAccess,OccupancyAtTime
V00014433,YS6LKNFJC,FAC101,2025-02-13 16:46:43,THU,16:46:43,False,ENTRY,139
V00014434,VRB241PNP,FAC101,2025-02-13 16:46:53,THU,16:46:53,False,REENT,106
V00014435,KM9WZ33QN,FAC102,2025-02-13 16:47:17,THU,16:47:17,True,REENT,138
V00014436,KFU3YH86A,FAC101,2025-02-13 16:47:50,THU,16:47:50,False,ENTRY,117
V00014437,JP29SCHEY,FAC104,2025-02-13 16:48:00,THU,16:48:00,True,ENTRY,161
V00014438,CKM9SECOO,FAC101,2025-02-13 16:48:45,THU,16:48:45,True,ENTRY,108
V00014439,BAT0GBIQE,FAC101,2025-02-13 16:49:14,THU,16:49:14,True,EXIT,114
V00014440,O4IZ3K9UP,FAC101,2025-02-13 16:49:28,THU,16:49:28,False,REENT,125
V00014441,PZUBOOFIH,FAC103,2025-02-13 16:50:24,THU,16:50:24,False,EXIT,117
V00014442,KO88KBEPA,FAC102,2025-02-13 16:51:04,THU,16:51:04,True,ENTRY,115
V00014443,VZH4VQKY4,FAC104,2025-02-13 16:51:37,THU,16:51:37,False,EXIT,101
V00014444,TQUQISX4E,FAC101,2025-02-13 16:52:21,THU,16:52:21,False,EXIT,158
V00014445,WMW6Z4ZL5,FAC101,2025-02-13 16:52:56,THU,16:52:56,False,ENTRY,138
V00014446,TYWUEWO5T,FAC101,2025-02-13 16:53:20,THU,16:53:20,True,EXIT,150
V00014447,E964H6MRJ,FAC101,2025-02-13 16:54:02,THU,16:54:02,True,ENTRY,160
V00014448,SK9EZD3WE,FAC101,2025-02-13 16:54:38,THU,16:54:38,True,ENTRY,121
V00014449,PS35S8R9T,FAC104,2025-02-13 16:55:22,THU,16:55:22,False,REENT,176
V00014450,FISNKNI54,FAC104,2025-02-13 16:55:44,THU,16:55:44,True,ENTRY,135
V00014451,OL97UY8FU,FAC101,2025-02-13 16:56:02,THU,16:56:02,False,EXIT,120
V00014452,ELMJT8KG0,FAC101,2025-02-13 16:56:44,THU,16:56:44,True,REENT,102
V00014453,MNJSMG4HR,FAC101,2025-02-13 16:57:28,THU,16:57:28,False,ENTRY,132
V00014454,HTNYHARD1,FAC101,2025-02-13 16:58:09,THU,16:58:09,True,REENT,162
V00014455,MCKOPQLVE,FAC101,2025-02-13 16:58:55,THU,16:58:55,False,REENT,172
V00014456,V3QS6T6MF,FAC101,2025-02-13 16:59:21,THU,16:59:21,True,EXIT,144
V00014457,Y7HIUKIL7,FAC101,2025-02-13 17:00:05,THU,17:00:05,False,REENT,187
V00014458,KOEUZVE1J,FAC104,2025-02-13 17:00:40,THU,17:00:40,True,REENT,168
V00014459,ZLD0X6ZCD,FAC103,2025-02-13 17:01:34,THU,17:01:34,False,ENTRY,106
V00014460,SYD9IEU5L,FAC101,2025-02-13 17:01:48,THU,17:01:48,False,REENT,145
V00014461,CC077MHVL,FAC101,2025-02-13 17:02:06,THU,17:02:06,True,EXIT,102
V00014462,D5FHK2LLZ,FAC101,2025-02-13 17:02:47,THU,17:02:47,True,ENTRY,155
V00014463,TH3UJ87BI,FAC101,2025-02-13 17:02:52,THU,17:02:52,True,REENT,187
V00014464,ECDXIHPL5,FAC101,2025-02-13 17:03:22,THU,17:03:22,True,REENT,157
V00014465,DGFN0QET6,FAC101,2025-02-13 17:03:48,THU,17:03:48,False,REENT,173
V00014466,CC077MHVL,FAC101,2025-02-13 17:04:08,THU,17:04:08,True,EXIT,122
V00014467,JF325TZNL,FAC101,2025-02-13 17:04:21,THU,17:04:21,False,REENT,123
V00014468,AHPPJNRHN,FAC101,2025-02-13 17:04:50,THU,17:04:50,False,REENT,108
V00014469,BNGKCJFN1,FAC103,2025-02-13 17:05:33,THU,17:05:33,True,ENTRY,189
V00014470,DT15MAEHN,FAC101,2025-02-13 17:05:44,THU,17:05:44,False,ENTRY,114
V00014471,IHFT5OMG2,FAC103,2025-02-13 17:05:59,THU,17:05:59,True,REENT,147
V00014472,GMHV2KQQL,FAC101,2025-02-13 17:06:20,THU,17:06:20,True,ENTRY,140
V00014473,UE7FCHO29,FAC104,2025-02-13 17:06:42,THU,17:06:42,False,ENTRY,166
V00014474,UE7FCHO29,FAC102,2025-02-13 17:07:29,THU,17:07:29,False,ENTRY,121
V00014475,FAVBUI82V,FAC101,2025-02-13 17:07:58,THU,17:07:58,True,ENTRY,177
V00014476,Y0OAWFEN9,FAC104,2025-02-13 17:08:28,THU,17:08:28,False,REENT,159
V00014477,HDELUDG80,FAC104,2025-02-13 17:08:42,THU,17:08:42,False,REENT,143
V00014478,EKYHYPOL3,FAC103,2025-02-13 17:08:55,THU,17:08:55,False,EXIT,164
V00014479,BZX0EJQSG,FAC101,2025-02-13 17:09:32,THU,17:09:32,True,EXIT,174
V00014480,QLOTA95F1,FAC103,2025-02-13 17:09:53,THU,17:09:53,True,EXIT,176
V00014481,KJBZ8LO0R,FAC102,2025-02-13 17:10:50,THU,17:10:50,True,EXIT,178
V00014482,X6UC4KO53,FAC103,2025-02-13 17:11:18,THU,17:11:18,True,EXIT,101
V00014483,JWY6JLSY8,FAC101,2025-02-13 17:11:58,THU,17:11:58,False,EXIT,148
V00014484,FJI125IZB,FAC104,2025-02-13 17:12:34,THU,17:12:34,True,REENT,134
V00014485,SUGBD96ZE,FAC101,2025-02-13 17:12:59,THU,17:12:59,False,ENTRY,140
V00014486,IBP6XBEVR,FAC101,2025-02-13 17:13:04,THU,17:13:04,True,REENT,115
V00014487,IUTEWU6CY,FAC104,2025-02-13 17:13:33,THU,17:13:33,False,REENT,184
V00014488,AU8IPM8F8,FAC101,2025-02-13 17:14:11,THU,17:14:11,False,REENT,126
V00014489,IX8Q7B5MZ,FAC101,2025-02-13 17:14:25,THU,17:14:25,True,REENT,172
V00014490,LMCE756IV,FAC101,2025-02-13 17:14:44,THU,17:14:44,True,ENTRY,188
V00014491,PYNYYPEM9,FAC101,2025-02-13 17:15:26,THU,17:15:26,False,REENT,140
V00014492,PFN1CS5YB,FAC102,2025-02-13 17:15:53,THU,17:15:53,True,REENT,180
V00014493,K5SZ2CA7J,FAC101,2025-02-13 17:15:58,THU,17:15:58,True,ENTRY,172
V00014494,F7XAW3LES,FAC102,2025-02-13 17:16:34,THU,17:16:34,True,REENT,125
V00014495,FU3OLTAUY,FAC104,2025-02-13 17:16:56,THU,17:16:56,True,ENTRY,159
V00014496,XFRWIJMAM,FAC102,2025-02-13 17:17:01,THU,17:17:01,False,EXIT,166
V00014497,AG5DRSG1T,FAC101,2025-02-13 17:17:42,THU,17:17:42,False,ENTRY,106
V00014498,LMYWTWJ5B,FAC104,2025-02-13 17:18:20,THU,17:18:20,True,REENT,188
V00014499,KM9WZ33QN,FAC101,2025-02-13 17:18:37,THU,17:18:37,True,EXIT,161
V00014500,Z6R28OHNI,FAC103,2025-02-13 17:19:10,THU,17:19:10,False,ENTRY,108
V00014501,TDKYUOTXH,FAC104,2025-02-13 17:19:27,THU,17:19:27,True,REENT,157
V00014502,FEISFXG1V,FAC103,2025-02-13 17:19:56,THU,17:19:56,True,EXIT,103
V00014503,U524I1RFG,FAC103,2025-02-13 17:20:15,THU,17:20:15,False,EXIT,123
V00014504,AG9GHRP8W,FAC103,2025-02-13 17:20:47,THU,17:20:47,True,EXIT,165
V00014505,M34ZGJB8S,FAC101,2025-02-13 17:20:53,THU,17:20:53,False,ENTRY,113
V00014506,SGKP6P3A0,FAC101,2025-02-13 17:21:02,THU,17:21:02,True,EXIT,113
V00014507,LKB3DJKHO,FAC104,2025-02-13 17:21:44,THU,17:21:44,True,EXIT,185
V00014508,MSVXDMOE3,FAC101,2025-02-13 17:21:49,THU,17:21:49,False,EXIT,149
V00014509,AZ096NOVL,FAC101,2025-02-13 17:22:29,THU,17:22:29,True,ENTRY,176
V00014510,WLB0L2142,FAC101,2025-02-13 17:23:05,THU,17:23:05,True,EXIT,151
V00014511,PNBLS5PAB,FAC101,2025-02-13 17:23:23,THU,17:23:23,False,REENT,123
V00014512,QLOTA95F1,FAC101,2025-02-13 17:23:44,THU,17:23:44,False,EXIT,100
V00014513,HD9JA6VY2,FAC103,2025-02-13 17:24:30,THU,17:24:30,True,REENT,107
V00014514,HSFEZQWLT,FAC101,2025-02-13 17:25:04,THU,17:25:04,False,REENT,150
V00014515,LXQOXGFQO,FAC101,2025-02-13 17:25:38,THU,17:25:38,True,ENTRY,131
V00014516,I84AAUYGL,FAC103,2025-02-13 17:25:55,THU,17:25:55,True,REENT,185
V00014517,X8AVAXP95,FAC101,2025-02-13 17:26:31,THU,17:26:31,True,EXIT,138
V00014518,TIU47UP5X,FAC101,2025-02-13 17:26:56,THU,17:26:56,False,REENT,115
V00014519,VWSLV9NYY,FAC101,2025-02-13 17:27:36,THU,17:27:36,False,EXIT,118
V00014520,PB1XV6B70,FAC101,2025-02-13 17:28:01,THU,17:28:01,True,ENTRY,134
V00014521,FAVBUI82V,FAC103,2025-02-13 17:28:35,THU,17:28:35,True,EXIT,171
V00014522,GB0CA3U8Q,FAC101,2025-02-13 17:29:05,THU,17:29:05,False,REENT,124
V00014523,QDK8NDLCD,FAC101,2025-02-13 17:29:40,THU,17:29:40,False,ENTRY,189
V00014524,Z5FJK3HLW,FAC101,2025-02-13 17:30:02,THU,17:30:02,True,ENTRY,138
V00014525,N3BZN1WZG,FAC101,2025-02-13 17:30:13,THU,17:30:13,False,REENT,121
V00014526,GCYH1X1PS,FAC101,2025-02-13 17:30:31,THU,17:30:31,False,ENTRY,106
V00014527,LYJE9O2VC,FAC103,2025-02-13 17:30:38,THU,17:30:38,True,REENT,103
V00014528,P3N3MSZMU,FAC101,2025-02-13 17:31:16,THU,17:31:16,True,ENTRY,132
V00014529,UENKJOX6R,FAC101,2025-02-13 17:32:02,THU,17:32:02,False,EXIT,112
V00014530,PYXONAJTS,FAC104,2025-02-13 17:32:47,THU,17:32:47,True,ENTRY,112
V00014531,RVYJZ17PT,FAC101,2025-02-13 17:33:30,THU,17:33:30,True,EXIT,124
V00014532,JEFQA9E15,FAC101,2025-02-13 17:33:54,THU,17:33:54,False,REENT,149
V00014533,DSA068WPR,FAC104,2025-02-13 17:34:50,THU,17:34:50,False,REENT,165
V00014534,AFNDQ7RRD,FAC102,2025-02-13 17:35:10,THU,17:35:10,True,REENT,101
V00014535,VJJ74F69Y,FAC101,2025-02-13 17:35:32,THU,17:35:32,True,EXIT,117
V00014536,XFRWIJMAM,FAC101,2025-02-13 17:36:02,THU,17:36:02,False,ENTRY,151
V00014537,EKS73OLEL,FAC102,2025-02-13 17:36:36,THU,17:36:36,True,REENT,140
V00014538,R50DOFFES,FAC102,2025-02-13 17:37:06,THU,17:37:06,True,REENT,124
V00014539,BZX0EJQSG,FAC101,2025-02-13 17:37:57,THU,17:37:57,False,REENT,119
V00014540,SRI7HXNQY,FAC101,2025-02-13 17:38:27,THU,17:38:27,True,ENTRY,145
V00014541,HP8CVLMSK,FAC101,2025-02-13 17:38:40,THU,17:38:40,False,REENT,144
V00014542,JBMYB4N5H,FAC102,2025-02-13 17:38:46,THU,17:38:46,True,EXIT,177
V00014543,J11YOWUAA,FAC101,2025-02-13 17:39:20,THU,17:39:20,True,EXIT,169
V00014544,RVYJZ17PT,FAC101,2025-02-13 17:39:40,THU,17:39:40,True,EXIT,149
V00014545,UB9ECML1I,FAC101,2025-02-13 17:40:11,THU,17:40:11,False,EXIT,140
V00014546,FFGUP7LLH,FAC101,2025-02-13 17:40:23,THU,17:40:23,True,REENT,111
V00014547,GJ9GS93NU,FAC101,2025-02-13 17:40:50,THU,17:40:50,False,ENTRY,123
V00014548,SPHZVXLQ0,FAC101,2025-02-13 17:41:27,THU,17:41:27,True,REENT,136
V00014549,XHL28VT7K,FAC104,2025-02-13 17:42:05,THU,17:42:05,False,ENTRY,109
V00014550,ODZRQAK6I,FAC101,2025-02-13 17:42:32,THU,17:42:32,True,ENTRY,109
V00014551,O0WEIAO71,FAC102,2025-02-13 17:42:46,THU,17:42:46,False,EXIT,160
V00014552,BWYU0DVXQ,FAC101,2025-02-13 17:43:05,THU,17:43:05,False,EXIT,142
V00014553,SP9LC9V0N,FAC101,2025-02-13 17:43:51,THU,17:43:51,True,EXIT,101
V00014554,BE7RY3FQS,FAC103,2025-02-13 17:44:32,THU,17:44:32,False,EXIT,138
V00014555,DOOBK08X9,FAC103,2025-02-13 17:45:07,THU,17:45:07,False,ENTRY,127
V00014556,K0NV0L3U9,FAC101,2025-02-13 17:45:26,THU,17:45:26,True,EXIT,173
V00014557,VFN9Z8W7X,FAC101,2025-02-13 17:45:42,THU,17:45:42,True,REENT,123
V00014558,FGHOM2MXW,FAC101,2025-02-13 17:45:54,THU,17:45:54,True,EXIT,155
V00014559,VKNTGX60U,FAC103,2025-02-13 17:46:07,THU,17:46:07,True,REENT,101
V00014560,V4X05EA87,FAC104,2025-02-13 17:46:19,THU,17:46:19,False,EXIT,149
V00014561,NOQPGW3M4,FAC101,2025-02-13 17:46:48,THU,17:46:48,False,EXIT,172
V00014562,M37P2RB6G,FAC101,2025-02-13 17:47:43,THU,17:47:43,True,ENTRY,163
V00014563,DWHHUIPEQ,FAC102,2025-02-13 17:48:12,THU,17:48:12,True,ENTRY,137
V00014564,FNENAMFOL,FAC101,2025-02-13 17:48:22,THU,17:48:22,True,ENTRY,116
V00014565,JH2MG3BA6,FAC101,2025-02-13 17:49:00,THU,17:49:00,False,REENT,162
V00014566,YGLPCXVPL,FAC101,2025-02-13 17:49:31,THU,17:49:31,True,REENT,164
V00014567,C1462CU21,FAC101,2025-02-13 17:50:06,THU,17:50:06,False,REENT,119
V00014568,JYQXFH2X1,FAC101,2025-02-13 17:50:42,THU,17:50:42,False,ENTRY,126
V00014569,UUVHOOTBR,FAC101,2025-02-13 17:51:21,THU,17:51:21,True,EXIT,146
V00014570,RCV53D5SS,FAC101,2025-02-13 17:51:59,THU,17:51:59,True,ENTRY,135
V00014571,WWQL7UV1R,FAC101,2025-02-13 17:52:09,THU,17:52:09,True,REENT,137
V00014572,XR1BP999H,FAC101,2025-02-13 17:52:56,THU,17:52:56,True,ENTRY,100
V00014573,Z7DAD9ZEX,FAC101,2025-02-13 17:53:21,THU,17:53:21,False,ENTRY,137
V00014574,SP8WBGESX,FAC101,2025-02-13 17:53:54,THU,17:53:54,False,EXIT,169
V00014575,VQ3DY2CS6,FAC101,2025-02-13 17:54:06,THU,17:54:06,False,EXIT,132
V00014576,HIWME20M0,FAC104,2025-02-13 17:54:46,THU,17:54:46,True,REENT,165
V00014577,WH1I8NFU1,FAC104,2025-02-13 17:55:43,THU,17:55:43,True,REENT,146
V00014578,QSX5YKRFJ,FAC104,2025-02-13 17:56:18,THU,17:56:18,True,EXIT,176
V00014579,YS6LKNFJC,FAC101,2025-02-13 17:56:36,THU,17:56:36,True,REENT,147
V00014580,DT15MAEHN,FAC103,2025-02-13 17:57:00,THU,17:57:00,False,REENT,175
V00014581,R3XPSZIDU,FAC102,2025-02-13 17:57:30,THU,17:57:30,True,EXIT,139
V00014582,ZIOXGUJ7K,FAC101,2025-02-13 17:58:03,THU,17:58:03,False,ENTRY,168
V00014583,CMUMYZDR2,FAC101,2025-02-13 17:58:33,THU,17:58:33,True,EXIT,136
V00014584,J4NH8PJUF,FAC101,2025-02-13 17:58:51,THU,17:58:51,False,ENTRY,176
V00014585,VFN9Z8W7X,FAC101,2025-02-13 17:59:38,THU,17:59:38,True,EXIT,151
V00014586,CJPTLWWJS,FAC101,2025-02-13 18:00:19,THU,18:00:19,False,ENTRY,145
V00014587,GRTG0ICNT,FAC101,2025-02-13 18:00:44,THU,18:00:44,True,ENTRY,122
V00014588,HETWR9GM7,FAC101,2025-02-13 18:01:16,THU,18:01:16,True,REENT,139
V00014589,FHV569S34,FAC104,2025-02-13 18:01:38,THU,18:01:38,True,REENT,141
V00014590,IKMS16IH9,FAC101,2025-02-13 18:02:27,THU,18:02:27,False,EXIT,124
V00014591,CD0WMIL3D,FAC103,2025-02-13 18:03:19,THU,18:03:19,False,REENT,185
V00014592,HJKTE26TA,FAC102,2025-02-13 18:04:16,THU,18:04:16,True,ENTRY,168
V00014593,TDIF6YRDU,FAC101,2025-02-13 18:05:04,THU,18:05:04,True,REENT,110
V00014594,ORURQV3UQ,FAC101,2025-02-13 18:05:51,THU,18:05:51,False,REENT,153
V00014595,V0A2FA7IN,FAC103,2025-02-13 18:06:25,THU,18:06:25,True,ENTRY,166
V00014596,IUWN6R4YM,FAC104,2025-02-13 18:06:44,THU,18:06:44,True,EXIT,135
V00014597,YDHANAKYZ,FAC101,2025-02-13 18:07:02,THU,18:07:02,True,ENTRY,103
V00014598,LYJE9O2VC,FAC101,2025-02-13 18:07:32,THU,18:07:32,False,EXIT,113
V00014599,IM4K7IZE4,FAC101,2025-02-13 18:08:10,THU,18:08:10,True,REENT,143
V00014600,TU6OHWT92,FAC101,2025-02-13 18:08:54,THU,18:08:54,True,ENTRY,140
V00014601,V0A2FA7IN,FAC101,2025-02-13 18:09:27,THU,18:09:27,True,REENT,179
V00014602,VDV6XCC2L,FAC101,2025-02-13 18:10:28,THU,18:10:28,False,REENT,157
V00014603,JES6U11B4,FAC101,2025-02-13 18:11:06,THU,18:11:06,True,EXIT,145
V00014604,X0CPYPGT3,FAC103,2025-02-13 18:11:53,THU,18:11:53,False,REENT,164
V00014605,K0NV0L3U9,FAC101,2025-02-13 18:12:54,THU,18:12:54,True,EXIT,142
V00014606,PGXAO2KH0,FAC101,2025-02-13 18:13:26,THU,18:13:26,False,ENTRY,135
V00014607,VKJSJPNJE,FAC101,2025-02-13 18:13:49,THU,18:13:49,False,EXIT,117
V00014608,FBN4YXKGW,FAC103,2025-02-13 18:14:37,THU,18:14:37,True,ENTRY,175
V00014609,XFC2RPGJZ,FAC101,2025-02-13 18:15:03,THU,18:15:03,False,EXIT,109
V00014610,JBQNJ7IOT,FAC101,2025-02-13 18:15:15,THU,18:15:15,True,REENT,173
V00014611,IVKJVU684,FAC101,2025-02-13 18:16:05,THU,18:16:05,True,EXIT,154
V00014612,CPVVA7XUP,FAC101,2025-02-13 18:16:10,THU,18:16:10,False,EXIT,100
V00014613,XWK4SI2BD,FAC103,2025-02-13 18:16:32,THU,18:16:32,True,EXIT,175
V00014614,IBUA44737,FAC102,2025-02-13 18:17:14,THU,18:17:14,False,REENT,156
V00014615,NWY3PXWQ0,FAC101,2025-02-13 18:17:19,THU,18:17:19,False,REENT,163
V00014616,EU6NTO4JP,FAC101,2025-02-13 18:17:52,THU,18:17:52,True,ENTRY,104
V00014617,VKU5W9ZSA,FAC102,2025-02-13 18:18:22,THU,18:18:22,False,ENTRY,152
V00014618,OF3HFBBBU,FAC101,2025-02-13 18:18:57,THU,18:18:57,True,ENTRY,141
V00014619,S691NBLS5,FAC104,2025-02-13 18:19:25,THU,18:19:25,False,REENT,117
V00014620,UJE725R4G,FAC101,2025-02-13 18:19:46,THU,18:19:46,False,REENT,162
V00014621,C1462CU21,FAC101,2025-02-13 18:20:32,THU,18:20:32,True,ENTRY,138
V00014622,DEXORGCBO,FAC101,2025-02-13 18:21:06,THU,18:21:06,False,REENT,171
V00014623,FIYVDFN71,FAC101,2025-02-13 18:21:33,THU,18:21:33,False,EXIT,110
V00014624,R4WU2BE79,FAC101,2025-02-13 18:22:08,THU,18:22:08,True,ENTRY,189
V00014625,EKS73OLEL,FAC101,2025-02-13 18:22:31,THU,18:22:31,False,ENTRY,146
V00014626,JBMYB4N5H,FAC103,2025-02-13 18:22:57,THU,18:22:57,False,EXIT,185
V00014627,LGD3WOK0P,FAC102,2025-02-13 18:23:11,THU,18:23:11,True,EXIT,170
V00014628,IUZCQT2GP,FAC104,2025-02-13 18:24:03,THU,18:24:03,False,ENTRY,148
V00014629,TSXA8L31X,FAC101,2025-02-13 18:24:34,THU,18:24:34,False,EXIT,188
V00014630,HDELUDG80,FAC103,2025-02-13 18:25:11,THU,18:25:11,False,EXIT,135
V00014631,AX5JCQCAI,FAC101,2025-02-13 18:25:30,THU,18:25:30,False,REENT,124
V00014632,G9Q8JZYDD,FAC101,2025-02-13 18:25:49,THU,18:25:49,False,REENT,161
V00014633,LWP186J9Q,FAC101,2025-02-13 18:26:27,THU,18:26:27,True,REENT,149
V00014634,ZGLU6NKNN,FAC101,2025-02-13 18:26:59,THU,18:26:59,False,EXIT,184
V00014635,BNGKCJFN1,FAC102,2025-02-13 18:28:09,THU,18:28:09,False,REENT,182
V00014636,QK9W4CBXG,FAC101,2025-02-13 18:28:14,THU,18:28:14,False,EXIT,175
V00014637,PNFWMRRXD,FAC101,2025-02-13 18:28:19,THU,18:28:19,False,ENTRY,137
V00014638,HZD0WP2PW,FAC101,2025-02-13 18:29:00,THU,18:29:00,False,EXIT,119
V00014639,FT4DXG5NL,FAC104,2025-02-13 18:29:41,THU,18:29:41,True,REENT,166
V00014640,Y3N9JSEDY,FAC101,2025-02-13 18:30:14,THU,18:30:14,False,ENTRY,102
V00014641,HSFEZQWLT,FAC101,2025-02-13 18:30:48,THU,18:30:48,False,EXIT,109
V00014642,LDEBHVQK8,FAC101,2025-02-13 18:31:26,THU,18:31:26,False,ENTRY,113
V00014643,PULCYWM2W,FAC101,2025-02-13 18:32:16,THU,18:32:16,False,EXIT,148
V00014644,JVUQ79FS3,FAC101,2025-02-13 18:32:47,THU,18:32:47,False,EXIT,130
V00014645,Y3N9JSEDY,FAC101,2025-02-13 18:33:28,THU,18:33:28,True,ENTRY,130
V00014646,PYXONAJTS,FAC101,2025-02-13 18:34:47,THU,18:34:47,False,REENT,121
V00014647,JHEMGXZSG,FAC101,2025-02-13 18:35:13,THU,18:35:13,True,REENT,178
V00014648,BNGKCJFN1,FAC101,2025-02-13 18:35:51,THU,18:35:51,True,EXIT,145
V00014649,X1OHBID01,FAC101,2025-02-13 18:35:56,THU,18:35:56,True,REENT,148
V00014650,ZKI3CB5MI,FAC101,2025-02-13 18:36:32,THU,18:36:32,False,REENT,178
V00014651,GRD6QKGI2,FAC103,2025-02-13 18:37:10,THU,18:37:10,True,REENT,159
V00014652,G3ULLJJZ6,FAC101,2025-02-13 18:37:38,THU,18:37:38,False,REENT,179
V00014653,HGY5K43MJ,FAC101,2025-02-13 18:38:14,THU,18:38:14,True,ENTRY,175
V00014654,C12FHBGWA,FAC104,2025-02-13 18:38:35,THU,18:38:35,True,REENT,163
V00014655,OWSUJKOGV,FAC104,2025-02-13 18:39:24,THU,18:39:24,True,REENT,112
V00014656,DEXORGCBO,FAC103,2025-02-13 18:39:44,THU,18:39:44,True,REENT,125
V00014657,FF6CHLSFP,FAC104,2025-02-13 18:39:56,THU,18:39:56,False,ENTRY,154
V00014658,T0U5J5WKP,FAC101,2025-02-13 18:40:28,THU,18:40:28,False,ENTRY,176
V00014659,XR1BP999H,FAC101,2025-02-13 18:41:02,THU,18:41:02,True,EXIT,144
V00014660,MCPREAWS0,FAC101,2025-02-13 18:42:09,THU,18:42:09,False,REENT,144
V00014661,KPKGAMHQQ,FAC101,2025-02-13 18:42:14,THU,18:42:14,False,REENT,134
V00014662,EKS73OLEL,FAC102,2025-02-13 18:42:36,THU,18:42:36,True,REENT,152
V00014663,DBNOTW3KU,FAC104,2025-02-13 18:42:56,THU,18:42:56,True,REENT,175
V00014664,MHZY2ZCYI,FAC103,2025-02-13 18:43:23,THU,18:43:23,True,REENT,177
V00014665,T3OONRUL9,FAC101,2025-02-13 18:43:28,THU,18:43:28,True,REENT,160
V00014666,YUOBFK2YN,FAC101,2025-02-13 18:43:55,THU,18:43:55,True,REENT,138
V00014667,F7DT7HCAP,FAC102,2025-02-13 18:44:59,THU,18:44:59,True,EXIT,179
V00014668,W4CJ23S03,FAC101,2025-02-13 18:45:29,THU,18:45:29,True,ENTRY,177
V00014669,W7QHGQSXL,FAC101,2025-02-13 18:46:05,THU,18:46:05,True,EXIT,144
V00014670,AVJ03CQT1,FAC101,2025-02-13 18:46:58,THU,18:46:58,False,EXIT,124
V00014671,F8E5GVPG9,FAC102,2025-02-13 18:47:49,THU,18:47:49,False,EXIT,126
V00014672,IFNQO4UVK,FAC101,2025-02-13 18:48:09,THU,18:48:09,False,REENT,105
V00014673,BFT91QNAD,FAC101,2025-02-13 18:48:24,THU,18:48:24,True,REENT,155
V00014674,AJPTIAWXE,FAC101,2025-02-13 18:48:33,THU,18:48:33,True,EXIT,154
V00014675,ILJ3JK3KD,FAC101,2025-02-13 18:49:39,THU,18:49:39,True,REENT,141
V00014676,JOMQHFMM7,FAC101,2025-02-13 18:50:08,THU,18:50:08,True,ENTRY,129
V00014677,R50DOFFES,FAC101,2025-02-13 18:50:22,THU,18:50:22,False,ENTRY,161
V00014678,US8HT35N4,FAC104,2025-02-13 18:50:27,THU,18:50:27,True,ENTRY,155
V00014679,YAQ3N4Q9T,FAC101,2025-02-13 18:50:44,THU,18:50:44,False,REENT,107
V00014680,NWY3PXWQ0,FAC101,2025-02-13 18:51:23,THU,18:51:23,False,REENT,146
V00014681,UPTP5KTZD,FAC103,2025-02-13 18:51:56,THU,18:51:56,False,EXIT,158
V00014682,PULCYWM2W,FAC104,2025-02-13 18:52:18,THU,18:52:18,False,REENT,107
V00014683,PS359XPQ2,FAC101,2025-02-13 18:52:43,THU,18:52:43,True,ENTRY,112
V00014684,HW8O22AY5,FAC101,2025-02-13 18:53:10,THU,18:53:10,False,ENTRY,104
V00014685,KOEUZVE1J,FAC103,2025-02-13 18:53:23,THU,18:53:23,True,ENTRY,187
V00014686,V07IDBKSS,FAC101,2025-02-13 18:54:02,THU,18:54:02,True,REENT,157
V00014687,O6XUAO6FA,FAC101,2025-02-13 18:54:24,THU,18:54:24,False,EXIT,160
V00014688,M3Z073FVG,FAC101,2025-02-13 18:54:30,THU,18:54:30,False,ENTRY,122
V00014689,IUTEWU6CY,FAC101,2025-02-13 18:54:48,THU,18:54:48,True,ENTRY,117
V00014690,FOBCNKLG4,FAC103,2025-02-13 18:55:06,THU,18:55:06,True,EXIT,151
V00014691,XTK7E3OEQ,FAC101,2025-02-13 18:55:41,THU,18:55:41,True,REENT,178
V00014692,V4NKODKKE,FAC101,2025-02-13 18:56:21,THU,18:56:21,False,REENT,184
V00014693,BWYU0DVXQ,FAC102,2025-02-13 18:56:57,THU,18:56:57,False,ENTRY,133
V00014694,ZL2JDTWIJ,FAC101,2025-02-13 18:57:38,THU,18:57:38,True,REENT,152
V00014695,UPTP5KTZD,FAC102,2025-02-13 18:58:20,THU,18:58:20,False,REENT,119
V00014696,SKB9YD2OQ,FAC101,2025-02-13 18:58:57,THU,18:58:57,False,ENTRY,138
V00014697,BV4A1FPV3,FAC102,2025-02-13 18:59:37,THU,18:59:37,True,REENT,183
V00014698,RA38YSRMO,FAC101,2025-02-13 18:59:51,THU,18:59:51,True,REENT,146
V00014699,QAPRJ8AJB,FAC101,2025-02-13 19:00:29,THU,19:00:29,True,REENT,56
V00014700,R7TN669K3,FAC104,2025-02-13 19:03:29,THU,19:03:29,False,EXIT,23
V00014701,RQ40HWRWG,FAC104,2025-02-13 19:06:59,THU,19:06:59,False,ENTRY,63
V00014702,GMHV2KQQL,FAC104,2025-02-13 19:07:14,THU,19:07:14,False,EXIT,34
V00014703,D5FHK2LLZ,FAC104,2025-02-13 19:09:28,THU,19:09:28,False,REENT,42
V00014704,LS96VCSXA,FAC102,2025-02-13 19:13:03,THU,19:13:03,True,EXIT,30
V00014705,XWKRPG7LS,FAC102,2025-02-13 19:16:20,THU,19:16:20,False,REENT,37
V00014706,VER3ORZMQ,FAC101,2025-02-13 19:20:22,THU,19:20:22,True,EXIT,33
V00014707,AG9GHRP8W,FAC101,2025-02-13 19:28:28,THU,19:28:28,False,ENTRY,52
